,kieskringId,id,affid,firstname,initials,prefix,lastname,gender,gemeentenaam,gemeentecode,provincienaam,provinciecode
45,9,46,1,Ronald,R.,,Vuijk,male,Delft,GM0503,Zuid-Holland,PV28
46,9,47,1,Sjoerd,S.C.C.M.,,Potters,male,Waalwijk,GM0867,Noord-Brabant,PV30
47,9,48,1,Rudmer,R.J.,,Heerema,male,Alkmaar,GM0361,Noord-Holland,PV27
48,9,49,1,Hayke,H.S.,,Veldman,male,Nijmegen,GM0268,Gelderland,PV25
49,9,50,1,Perjan,P.J.M.J.,,Moors,male,Houten,GM0321,Utrecht,PV26
50,9,51,1,Jeroen,J.,van,Wijngaarden,male,Amsterdam,GM0363,Noord-Holland,PV27
51,9,52,1,Chantal,C.N.A.,,Nijkerken-de Haan,female,Onderbanken,GM0881,Limburg,PV31
52,9,53,1,Leendert,L.A.,de,Lange,male,Noordwijk,GM0575,Zuid-Holland,PV28
53,9,54,1,Remco,R.P.G.,,Bosma,male,Noordoostpolder,GM0171,Flevoland,PV24
54,9,55,1,Nina,N.,,Hofstra,female,Tynaarlo,GM1730,Drenthe,PV22
55,9,56,1,Daniël,D.A.,van der,Ree,male,Amsterdam,GM0363,Noord-Holland,PV27
56,9,57,1,Joost,J.B.,,Helms,male,Eindhoven,GM0772,Noord-Brabant,PV30
57,9,58,1,Jock,J.H.,,Geselschap,male,Rotterdam,GM0599,Zuid-Holland,PV28
58,9,59,1,Jeltje,J.,,Hoekstra-Sikkema,female,Skarsterlân,GM0051,Friesland,PV21
59,9,60,1,Christianne,C.,van der,Wal-Zeggelink,female,Harderwijk,GM0243,Gelderland,PV25
60,9,61,1,Bernd,B.J.A.,,Roks,male,Etten-Leur,GM0777,Noord-Brabant,PV30
61,9,62,1,Bart,B.M.G.,,Smals,male,Delft,GM0503,Zuid-Holland,PV28
62,9,63,1,Joost,J.M.,van,Keulen,male,Groningen,GM0014,Groningen,PV20
63,9,64,1,Erik,E.,,Struijlaart,male,Purmerend,GM0439,Noord-Holland,PV27
64,9,65,1,Sjoerd,S.S.E.,,Osinga,male,Steenwijkerland,GM1708,Overijssel,PV23
65,9,66,1,Mark,M.A.J.,,Snoeren,male,Nieuwegein,GM0356,Utrecht,PV26
66,9,67,1,Hubert,H.J.P.E.,,Koevoets,male,BergenopZoom,GM0748,Noord-Brabant,PV30
67,9,68,1,Daniel,D.A.N.,,Koerhuis,male,Buitenland,GM9999,Buitenland,PV99
68,9,69,1,Jasper,J.,,Mos,male,Dordrecht,GM0505,Zuid-Holland,PV28
69,9,70,1,Tatjana,T.,,Šormaz,female,CapelleaandenIJssel,GM0502,Zuid-Holland,PV28
70,9,71,1,Baerte,B.M.H.,de,Brey,male,UtrechtseHeuvelrug,GM1581,Utrecht,PV26
71,9,72,1,Asraa,A.,,Abdullatif,female,Almelo,GM0141,Overijssel,PV23
72,9,73,1,Tine,T.K.,,Schaafsma-Buijs,female,Oostzaan,GM0431,Noord-Holland,PV27
73,9,74,1,Roel,R.G.J.,,Lauwerier,male,Tilburg,GM0855,Noord-Brabant,PV30
74,9,75,1,Erik,E.J.,,Koppe,male,Brunssum,GM0899,Limburg,PV31
75,9,1,2,Diederik,D.M.,,Samsom,male,Leiden,GM0546,Zuid-Holland,PV28
76,9,2,2,Jetta,J.,,Klijnsma,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
77,9,3,2,Ronald,R.H.A.,,Plasterk,male,Bussum,GM0381,Noord-Holland,PV27
78,9,4,2,Tanja,T.M.,,Jadnanansing,female,Amsterdam,GM0363,Noord-Holland,PV27
79,9,5,2,Jeroen,J.R.V.A.,,Dijsselbloem,male,Wageningen,GM0289,Gelderland,PV25
80,9,6,2,Mariëtte,M.I.,,Hamer,female,Maassluis,GM0556,Zuid-Holland,PV28
81,9,7,2,Martijn,M.H.P.,van,Dam,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
82,9,8,2,Frans,F.C.G.M.,,Timmermans,male,Heerlen,GM0917,Limburg,PV31
83,9,9,2,Désirée,D.E.,,Bonis,female,Amsterdam,GM0363,Noord-Holland,PV27
84,9,10,2,John,J.W.M.,,Kerstens,male,Arnhem,GM0202,Gelderland,PV25
85,9,11,2,Lutz,L.,,Jacobi,female,Boarnsterhim,GM0055,Friesland,PV21
86,9,12,2,Roos,R.A.,,Vermeij,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
87,9,13,2,Henk,H.,,Nijboer,male,Groningen,GM0014,Groningen,PV20
88,9,14,2,Ahmed,A.,,Marcouch,male,Amsterdam,GM0363,Noord-Holland,PV27
89,9,15,2,Angelien,A.M.C.,,Eijsink,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
90,9,16,2,Myrthe,M.,,Hilkens,female,Bloemendaal,GM0377,Noord-Holland,PV27
91,9,17,2,Michiel,M.,,Servaes,male,Buitenland,GM9999,Buitenland,PV99
92,9,18,2,Lea,L.T.,,Bouwmeester,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
93,9,19,2,Jacques,J.S.,,Monasch,male,Súdwest-Fryslân,GM1900,Friesland,PV21
94,9,20,2,Mei Li,M.L.,,Vos,female,Amsterdam,GM0363,Noord-Holland,PV27
95,9,21,2,Jeroen,J.,,Recourt,male,Haarlem,GM0392,Noord-Holland,PV27
96,9,22,2,Agnes,A.G.,,Wolbert,female,AaenHunze,GM1680,Drenthe,PV22
97,9,23,2,Ed,V.A.,,Groot,male,Amsterdam,GM0363,Noord-Holland,PV27
98,9,24,2,Attje,A.H.,,Kuiken,female,Breda,GM0758,Noord-Brabant,PV30
99,9,25,2,Pierre,P.M.M.,,Heijnen,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
100,9,26,2,Keklik,K.,,Demir-Yücel,female,Deventer,GM0150,Overijssel,PV23
101,9,27,2,Tunahan,T.,,Kuzu,male,Rotterdam,GM0599,Zuid-Holland,PV28
102,9,28,2,Loes,L.,,Ypma,female,Woerden,GM0632,Utrecht,PV26
103,9,29,2,Albert,A.A.,de,Vries,male,Middelburg,GM0687,Zeeland,PV29
104,9,30,2,Khadija,K.,,Arib,female,Amsterdam,GM0363,Noord-Holland,PV27
105,9,31,2,Otwin,O.E.T.,van,Dijk,male,Doetinchem,GM0222,Gelderland,PV25
106,9,32,2,Manon,H.,,Fokke,female,Maastricht,GM0935,Limburg,PV31
107,9,33,2,Mohamed,M.,,Mohandis,male,Gouda,GM0513,Zuid-Holland,PV28
108,9,34,2,Sjoera,S.W.,,Dikkers,female,Haarlem,GM0392,Noord-Holland,PV27
109,9,35,2,Tjeerd,T.R.,van,Dekken,male,Groningen,GM0014,Groningen,PV20
110,9,36,2,Astrid,R.F.A.,,Oosenbrug-Blokland,female,Lansingerland,GM1621,Zuid-Holland,PV28
111,9,37,2,Jan,J.C.,,Vos,male,Landsmeer,GM0415,Noord-Holland,PV27
112,9,38,2,Marit,M.E.,,Maij,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
113,9,39,2,Selcuk,S.,,Öztürk,male,Roermond,GM0957,Limburg,PV31
114,9,40,2,Grace,G.S.I.A.,,Tanamal,female,Amersfoort,GM0307,Utrecht,PV26
115,9,41,2,Duco,D.,,Hoogland,male,Rotterdam,GM0599,Zuid-Holland,PV28
116,9,42,2,Sultan,S.,,Günal-Gezer,female,Uden,GM0856,Noord-Brabant,PV30
117,9,43,2,Roelof,R.P.,van,Laar,male,Leiden,GM0546,Zuid-Holland,PV28
118,9,44,2,Yasemin,Y.,,Cegerek,female,Apeldoorn,GM0200,Gelderland,PV25
119,9,45,2,Yasin,Y.,,Torunoglu,male,Eindhoven,GM0772,Noord-Brabant,PV30
120,9,46,2,Marith,M.J.,,Rebel-Volp,female,Haarlem,GM0392,Noord-Holland,PV27
121,9,47,2,Henk,H.J.M.,,Leenders,male,Breda,GM0758,Noord-Brabant,PV30
122,9,48,2,Joyce,J.G.P.,,Vermue,female,Sluis,GM1714,Zeeland,PV29
123,9,49,2,Harm,H.,,Brouwer,male,Tynaarlo,GM1730,Drenthe,PV22
124,9,50,2,Amma,A.A.,,Asante,female,Haarlemmermeer,GM0394,Noord-Holland,PV27
125,9,51,2,Rien,R.,van der,Velde,male,Noordoostpolder,GM0171,Flevoland,PV24
126,9,52,2,Nurten,N.,,Karisli,female,Rotterdam,GM0599,Zuid-Holland,PV28
127,9,53,2,Emre,E.,,Ünver,male,Amsterdam,GM0363,Noord-Holland,PV27
128,9,54,2,Eefke,E.G.,,Meijerink,female,Zwolle,GM0193,Overijssel,PV23
129,9,55,2,Alvin,A.H.,,Riley,male,Bodegraven-Reeuwijk,GM1901,Zuid-Holland,PV28
130,9,56,2,Anne,A.L.,,Koning,female,Delft,GM0503,Zuid-Holland,PV28
131,9,57,2,Fijko,F.T.S.,van der,Laan,male,HollandsKroon,GM1911,Noord-Holland,PV27
132,9,58,2,Anne,A.,de,Rooij,female,Haarlemmermeer,GM0394,Noord-Holland,PV27
133,9,59,2,Paul,P.J.,van,Liempd,male,Eindhoven,GM0772,Noord-Brabant,PV30
134,9,60,2,Marleen,M.W.,,Haage,female,Utrecht,GM0344,Utrecht,PV26
135,9,61,2,Marijn,W.M.,van,Ballegooijen,male,Amsterdam,GM0363,Noord-Holland,PV27
136,9,62,2,Gritta,G.,,Nottelman,female,Amsterdam,GM0363,Noord-Holland,PV27
137,9,63,2,Bert,E.,,Hemsteede,male,Noordenveld,GM1699,Drenthe,PV22
138,9,64,2,Anne Marie,J.M.,,Hoogland,female,Amsterdam,GM0363,Noord-Holland,PV27
139,9,65,2,Peter,P.,de,Haan,male,Rotterdam,GM0599,Zuid-Holland,PV28
140,9,66,2,Femke,F.F.,van,Drooge,female,Hilversum,GM0402,Noord-Holland,PV27
141,9,67,2,Yvonne,Y.M.M.,,Morselt-de Ruijter,female,TenBoer,GM0009,Groningen,PV20
142,9,68,2,Ward,E.H.,,Deckers,male,Breda,GM0758,Noord-Brabant,PV30
143,9,69,2,Anja,A.H.G.,van,Zantvoort,female,Zoetermeer,GM0637,Zuid-Holland,PV28
144,9,70,2,Marieke,E.M.,van,Duijn,female,Aalsmeer,GM0358,Noord-Holland,PV27
145,9,71,2,Xander,X.J.,den,Uijl,male,Haarlem,GM0392,Noord-Holland,PV27
146,9,72,2,Saskia,S.E.A.,den,Uijl,female,Heemstede,GM0397,Noord-Holland,PV27
147,9,73,2,Mohamed,M.,,Allach,male,Veldhoven,GM0861,Noord-Brabant,PV30
148,9,74,2,Maarten,M.,van,Rossem,male,Utrecht,GM0344,Utrecht,PV26
149,9,75,2,Daniel,D.B.,,Sajet,male,Amsterdam,GM0363,Noord-Holland,PV27
150,9,76,2,Abeltje,A.,,Hoogenkamp,female,Amsterdam,GM0363,Noord-Holland,PV27
151,9,77,2,Jamila,J.,,Aanzi,female,Amsterdam,GM0363,Noord-Holland,PV27
152,9,78,2,Adnan,A.,,Tekin,male,Amsterdam,GM0363,Noord-Holland,PV27
153,9,79,2,Achmed,A.,,Baâdoud,male,Amsterdam,GM0363,Noord-Holland,PV27
154,9,1,3,Geert,G.,,Wilders,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
155,9,2,3,Fleur,M.,,Agema,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
156,9,3,3,Martin,M.,,Bosma,male,Amsterdam,GM0363,Noord-Holland,PV27
157,9,4,3,Lilian,L.M.J.S.,,Helder,female,Venlo,GM0983,Limburg,PV31
158,9,5,3,Louis,L.,,Bontes,male,Hellevoetsluis,GM0530,Zuid-Holland,PV28
159,9,6,3,Tony,A.P.C.,van,Dijck,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
160,9,7,3,Sietse,S.R.,,Fritsma,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
161,9,8,3,Barry,B.,,Madlener,male,Westvoorne,GM0614,Zuid-Holland,PV28
162,9,9,3,Joram,J.J.,van,Klaveren,male,Almere,GM0034,Flevoland,PV24
163,9,10,3,Harm,H.J.,,Beertema,male,Ouderkerk,GM0644,Zuid-Holland,PV28
164,9,11,3,Dion,D.J.G.,,Graus,male,Heerlen,GM0917,Limburg,PV31
165,9,12,3,Reinette,R.J.,,Klever,female,Ermelo,GM0233,Gelderland,PV25
166,9,13,3,Roland,R.A.,van,Vliet,male,Nederweert,GM0946,Limburg,PV31
167,9,14,3,Raymond,R.,de,Roon,male,Almere,GM0034,Flevoland,PV24
168,9,15,3,Machiel,M.,de,Graaf,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
169,9,16,3,Karen,K.,,Gerbrands,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
170,9,17,3,Léon,L.W.E.,de,Jong,male,StichtseVecht,GM1904,Utrecht,PV26
171,9,18,3,Danai,V.D.D.,van,Weerdenburg,female,Amstelveen,GM0362,Noord-Holland,PV27
172,9,19,3,Ino,I.H.C.,van den,Besselaar,male,Utrecht,GM0344,Utrecht,PV26
173,9,20,3,Andre,A.,,Elissen,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
174,9,21,3,Vicky,V.,,Maeijer,female,CapelleaandenIJssel,GM0502,Zuid-Holland,PV28
175,9,22,3,Johan,J.H.A.,,Driessen,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
176,9,23,3,Willie,W.R.,,Dille,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
177,9,24,3,Daniël,D.,ter,Haar,male,Berkelland,GM1859,Gelderland,PV25
178,9,25,3,Stephan,S.S.,,Jansen,male,Noordwijk,GM0575,Zuid-Holland,PV28
179,9,26,3,Marc,H.W.,van den,Berg,male,Rotterdam,GM0599,Zuid-Holland,PV28
180,9,27,3,Alexander,A.,,Kops,male,Zoetermeer,GM0637,Zuid-Holland,PV28
181,9,28,3,Edgar,E.,,Mulder,male,Zwolle,GM0193,Overijssel,PV23
182,9,29,3,Gabriëlle,G.J.F.,,Popken,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
183,9,30,3,Paul,P.R.,ter,Linden,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
184,9,31,3,Gijs,G.P.N.,,Moonen,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
185,9,32,3,Patricia,P.,van der,Kammen,female,Tilburg,GM0855,Noord-Brabant,PV30
186,9,33,3,Elly,E.J.,,Broere-Kaal,female,Soest,GM0342,Utrecht,PV26
187,9,34,3,Addie,A.S.,,Wisse,female,Hulst,GM0677,Zeeland,PV29
188,9,35,3,Yvonne,Y.R.K.,,Waterman,female,Roosendaal,GM1674,Noord-Brabant,PV30
189,9,36,3,Alexander,A.W.J.A.,van,Hattem,male,Eersel,GM0770,Noord-Brabant,PV30
190,9,37,3,Jenny,J.D.,,Zerfowski,female,Almere,GM0034,Flevoland,PV24
191,9,38,3,Ton,A.J.M.,van,Kesteren,male,Groningen,GM0014,Groningen,PV20
192,9,39,3,Floris,F.,van,Zonneveld,male,Rotterdam,GM0599,Zuid-Holland,PV28
193,9,40,3,Irene,I.B.,,Joosse,female,Almere,GM0034,Flevoland,PV24
194,9,41,3,John,J.W.,van,Assendelft,male,Rotterdam,GM0599,Zuid-Holland,PV28
195,9,42,3,Martin,M.J.,van,Beek,male,UtrechtseHeuvelrug,GM1581,Utrecht,PV26
196,9,43,3,Willem,W.,,Boutkan,male,Almere,GM0034,Flevoland,PV24
197,9,44,3,Emiel,E.,van,Dijk,male,GilzeenRijen,GM0784,Noord-Brabant,PV30
198,9,45,3,Peter,P.,van,Dijk,male,Goes,GM0664,Zeeland,PV29
199,9,46,3,Ronald,R.,,Dol,male,Uden,GM0856,Noord-Brabant,PV30
200,9,47,3,Johannes,J.J.A.M.,van,Hooff,male,Naarden,GM0425,Noord-Holland,PV27
201,9,48,3,Marcel,M.J.R.L.,de,Graaff,male,Rotterdam,GM0599,Zuid-Holland,PV28
202,9,49,3,Ronald,R.,,Sörensen,male,Rotterdam,GM0599,Zuid-Holland,PV28
203,9,1,4,Sybrand,S.,van,Haersma Buma,male,Leidschendam-Voorburg,GM1916,Zuid-Holland,PV28
204,9,2,4,Mona,M.C.G.,,Keijzer,female,Waterland,GM0852,Noord-Holland,PV27
205,9,3,4,Sander,S.,de,Rouwe,male,Súdwest-Fryslân,GM1900,Friesland,PV21
206,9,4,4,Raymond,R.W.,,Knops,male,HorstaandeMaas,GM1507,Limburg,PV31
207,9,5,4,Michel,M.R.J.,,Rog,male,Haarlem,GM0392,Noord-Holland,PV27
208,9,6,4,Eddy,Y.J.,van,Hijum,male,Raalte,GM0177,Overijssel,PV23
209,9,7,4,Hanke,H.G.J.,,Bruins Slot,female,Utrecht,GM0344,Utrecht,PV26
210,9,8,4,Jaco,J.L.,,Geurts,male,Barneveld,GM0203,Gelderland,PV25
211,9,9,4,Agnes,A.H.,,Mulder,female,Assen,GM0106,Drenthe,PV22
212,9,10,4,Peter,P.,,Oskam,male,Rijswijk,GM0603,Zuid-Holland,PV28
213,9,11,4,Pieter,P.E.,,Heerma,male,Purmerend,GM0439,Noord-Holland,PV27
214,9,12,4,Madeleine,M.M.,van,Toorenburg,female,'s-Hertogenbosch,GM0796,Noord-Brabant,PV30
215,9,13,4,Martijn,M.J.F.,van,Helvert,male,Echt-Susteren,GM1711,Limburg,PV31
216,9,14,4,Erik,H.A.G.,,Ronnes,male,Boxmeer,GM0756,Noord-Brabant,PV30
217,9,15,4,Herma,H.,,Boom,female,Haaksbergen,GM0158,Overijssel,PV23
218,9,16,4,Mustafa,M.,,Amhaouch,male,PeelenMaas,GM1894,Limburg,PV31
219,9,17,4,Marieke,M.C.I.,van der,Werf,female,Amsterdam,GM0363,Noord-Holland,PV27
220,9,18,4,Bernard,B.A.,,Schermers,male,Barneveld,GM0203,Gelderland,PV25
221,9,19,4,Patricia,P.C.A.,de,Milliano-van den Hemel,female,Sluis,GM1714,Zeeland,PV29
222,9,20,4,Marc,M.J.,,Jager,male,Oss,GM0828,Noord-Brabant,PV30
223,9,21,4,Harry,H.,van der,Molen,male,Leeuwarden,GM0080,Friesland,PV21
224,9,22,4,Dinand,E.D.,,Ekkel,male,Dronten,GM0303,Flevoland,PV24
225,9,23,4,Arjan,P.,,Erkel,male,Rotterdam,GM0599,Zuid-Holland,PV28
226,9,24,4,Turan,T.,,Yazir,male,Rotterdam,GM0599,Zuid-Holland,PV28
227,9,25,4,Michiel,M.P.M.,,Holtackers,male,Arnhem,GM0202,Gelderland,PV25
228,9,26,4,Elske,E.,van der,Mik,female,Deventer,GM0150,Overijssel,PV23
229,9,27,4,Dave,D.S.C.,,Ensberg-Kleijkers,male,Breda,GM0758,Noord-Brabant,PV30
230,9,28,4,Efstathios,E.,,Andreou,male,Rotterdam,GM0599,Zuid-Holland,PV28
231,9,29,4,Wilma,W.J.F.,van der,Rijt-van der Kruis,female,Heeze-Leende,GM1658,Noord-Brabant,PV30
232,9,30,4,Ties,T.,,Sweyen,male,Tilburg,GM0855,Noord-Brabant,PV30
233,9,31,4,Anne-Marie,A.M.T.,,Vreman-Muijrers,female,Ede,GM0228,Gelderland,PV25
234,9,32,4,Yang Soo,D.Y.S.,,Kloosterhof,male,Appingedam,GM0003,Groningen,PV20
235,9,33,4,Nelleke,N.E.,,Weltevrede,female,Rotterdam,GM0599,Zuid-Holland,PV28
236,9,34,4,Gerben,G.A.,,Karssenberg,male,Arnhem,GM0202,Gelderland,PV25
237,9,35,4,Merijn,M.,,Snoek,male,Haarlem,GM0392,Noord-Holland,PV27
238,9,36,4,Ebubekir,E.,,Öztüre,male,Rotterdam,GM0599,Zuid-Holland,PV28
239,9,37,4,Han,J.F.,,Hoogma,male,Maastricht,GM0935,Limburg,PV31
240,9,38,4,Ellen,P.J.H.D.,,Verkoelen,female,Rotterdam,GM0599,Zuid-Holland,PV28
241,9,39,4,Pieter,P.H.,,Omtzigt,male,Enschede,GM0153,Overijssel,PV23
242,9,40,4,Jobke,J.,,Vonk-Vedder,female,DeRondeVenen,GM0736,Utrecht,PV26
243,9,41,4,Jan,J.D.W.,,Eerbeek,male,'s-Gravenhage,GM0518,Zuid-Holland,PV28
244,9,42,4,Dirk,D.W.,van der,Mast,male,Rotterdam,GM0599,Zuid-Holland,PV28
245,9,43,4,Chantal,J.C.,van,Steenderen-Broekhuis,female,UtrechtseHeuvelrug,GM1581,Utrecht,PV26
246,9,44,4,John,J.L.J.,van,Hal,male,Rucphen,GM0840,Noord-Brabant,PV30
247,9,45,4,Margriet,M.S.,van de,Vooren,female,Rhenen,GM0340,Utrecht,PV26
248,9,46,4,Claudia,C.C.B.,,Füss-Buitenhuis,female,Lansingerland,GM1621,Zuid-Holland,PV28
249,9,47,4,Hans,J.M.,,Moerland,male,Moerdijk,GM1709,Noord-Brabant,PV30
250,9,48,4,Geeske,G.M.,,Telgen-Swarts,female,Ede,GM0228,Gelderland,PV25
251,9,49,4,Mitra,J.S.,,Rambaran,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
252,9,50,4,Jan,J.D.,,Kramer,male,Langedijk,GM0416,Noord-Holland,PV27
253,9,51,4,Jeffrey,J.M.A.,van,Agtmaal,male,Woensdrecht,GM0873,Noord-Brabant,PV30
254,9,52,4,Fons,A.P.,d',Haens,male,Bergeijk,GM1724,Noord-Brabant,PV30
255,9,53,4,Remko,R.,ten,Barge,male,OostGelre,GM1586,Gelderland,PV25
256,9,54,4,Jan-Jaap,J.,de,Haan,male,Leiden,GM0546,Zuid-Holland,PV28
257,9,55,4,Gert,G.,,Boeve,male,Amersfoort,GM0307,Utrecht,PV26
258,9,56,4,Erik,E.,de,Ridder,male,Tilburg,GM0855,Noord-Brabant,PV30
259,9,57,4,Hugo,H.M.,de,Jonge,male,Rotterdam,GM0599,Zuid-Holland,PV28
260,9,1,5,Emile,E.G.M.,,Roemer,male,Boxmeer,GM0756,Noord-Brabant,PV30
261,9,2,5,Renske,R.M.,,Leijten,female,Haarlem,GM0392,Noord-Holland,PV27
262,9,3,5,Ronald,A.A.G.M.,van,Raak,male,Amsterdam,GM0363,Noord-Holland,PV27
263,9,4,5,Harry,H.,van,Bommel,male,Diemen,GM0384,Noord-Holland,PV27
264,9,5,5,Jan,J.M.A.M.,de,Wit,male,Heerlen,GM0917,Limburg,PV31
265,9,6,5,Sadet,S.,,Karabulut,female,Amsterdam,GM0363,Noord-Holland,PV27
266,9,7,5,Sharon,S.M.J.G.,,Gesthuizen,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
267,9,8,5,Jasper,J.J.,van,Dijk,male,Amsterdam,GM0363,Noord-Holland,PV27
268,9,9,5,Paul,P.,,Ulenbelt,male,Leiden,GM0546,Zuid-Holland,PV28
269,9,10,5,Henk,H.P.J.,van,Gerven,male,Oss,GM0828,Noord-Brabant,PV30
270,9,11,5,Manja,M.,,Smits,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
271,9,12,5,Paulus,P.F.C.,,Jansen,male,Utrecht,GM0344,Utrecht,PV26
272,9,13,5,Farshad,F.,,Bashir,male,Zoetermeer,GM0637,Zuid-Holland,PV28
273,9,14,5,Nine,C.J.E.,,Kooiman,female,'s-Gravenhage,GM0518,Zuid-Holland,PV28
